Entity,trait,label,description,comments,trait_type,allowed_values_min,allowed_values_max,units,constraints,trait_groupings,structure_measured,characteristic_measured,keywords,references,reviewers,created,modified,exact_match,close_match,related_match,examples,description_encoded,deprecated_trait_name,identifier,inScheme
https://w3id.org/APD/traits/trait_0000114,leaf_senesced_B_per_dry_mass,Senesced leaf boron (B) content per unit leaf dry mass,The ratio of the mass of boron in a senescent leaf (leaf litter) to the senescent leaf dry mass.,"Includes measurements on leaf analogs, including cladodes and phylloclades.",continuous variable [STATO_0000251],0.001,10,mg/g,NA,senesced leaf mineral and ion content trait [trait_group_0000108],leaf [PO_0025034],mass [PATO_0000125]; mass fraction [ECSO_00000619]; ratio; proportion [PATO_0001470],boron atom [CHEBI_27560]; senescent [PATO_0001487]; micronutrient [CHEBI_27027]; plant litter [ENVO_01000628],NA,NA,14/07/2021,05/02/2024,NA,NA,NA,exact match: Litter boron content per litter dry mass [TOP584] (https://top-thesaurus.org/index),The ratio [PATO:0001470] of the mass [PATO:0000125] of boron [CHEBI:27560] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,senesced_leaf_B_per_dry_mass,trait_0000114,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000116,leaf_senesced_C_per_dry_mass,Senesced leaf carbon (C) content per unit leaf dry mass,The ratio of the mass of carbon in a senescent leaf (leaf litter) to the senescent leaf dry mass.,"Includes measurements on leaf analogs, including cladodes and phylloclades.",continuous variable [STATO_0000251],0.1,1,g/g,NA,senesced leaf mineral and ion content trait [trait_group_0000108],leaf [PO_0025034],mass [PATO_0000125]; mass fraction [ECSO_00000619]; ratio; proportion [PATO_0001470],carbon atom [CHEBI_27594]; senescent [PATO_0001487]; plant litter [ENVO_01000628],NA,NA,14/07/2021,05/02/2024,NA,NA,NA,exact match: Litter carbon content per litter dry mass [TOP586] (https://top-thesaurus.org/index); exact match: Litter carbon (C) content per litter dry mass [TRY:72] (https://www.try-db.org/de/de.php),The ratio [PATO:0001470] of the mass [PATO:0000125] of carbon [CHEBI:27594] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,senesced_leaf_C_per_dry_mass,trait_0000116,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000118,leaf_senesced_Ca_per_dry_mass,Senesced leaf calcium (Ca) content per unit leaf dry mass,The ratio of the mass of calcium in a senescent leaf (leaf litter) to the senescent leaf dry mass.,"Includes measurements on leaf analogs, including cladodes and phylloclades.",continuous variable [STATO_0000251],0.01,1000,mg/g,NA,senesced leaf mineral and ion content trait [trait_group_0000108],leaf [PO_0025034],mass [PATO_0000125]; mass fraction [ECSO_00000619]; ratio; proportion [PATO_0001470],calcium atom [CHEBI_22984]; senescent [PATO_0001487]; micronutrient [CHEBI_27027]; plant litter [ENVO_01000628],NA,NA,14/07/2021,05/02/2024,NA,NA,NA,exact match: Litter calcium content per litter dry mass [TOP585] (https://top-thesaurus.org/index); exact match: Litter (leaf) calcium (Ca) content per leaf litter dry mass [TRY:943] (https://www.try-db.org/de/de.php),The ratio [PATO:0001470] of the mass [PATO:0000125] of calcium [CHEBI:22984] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,senesced_leaf_Ca_per_dry_mass,trait_0000118,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000126,leaf_senesced_Cu_per_dry_mass,Senesced leaf copper (Cu) content per unit leaf dry mass,The ratio of the mass of copper in a senescent leaf (leaf litter) to the senescent leaf dry mass.,"Includes measurements on leaf analogs, including cladodes and phylloclades.",continuous variable [STATO_0000251],0.01,100,mg/kg,NA,senesced leaf mineral and ion content trait [trait_group_0000108],leaf [PO_0025034],mass [PATO_0000125]; mass fraction [ECSO_00000619]; ratio; proportion [PATO_0001470],copper atom [CHEBI_28694]; senescent [PATO_0001487]; micronutrient [CHEBI_27027]; plant litter [ENVO_01000628],NA,NA,14/07/2021,05/02/2024,NA,NA,NA,exact match: Litter copper content per litter dry mass [TOP589] (https://top-thesaurus.org/index); exact match: Litter (leaf) copper (Cu) content per leaf litter dry mass [TRY:947] (https://www.try-db.org/de/de.php),The ratio [PATO:0001470] of the mass [PATO:0000125] of copper [CHEBI:28694] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,senesced_leaf_Cu_per_dry_mass,trait_0000126,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000128,leaf_senesced_Fe_per_dry_mass,Senesced leaf iron (Fe) content per unit leaf dry mass,The ratio of the mass of iron in a senescent leaf (leaf litter) to the senescent leaf dry mass.,"Includes measurements on leaf analogs, including cladodes and phylloclades.",continuous variable [STATO_0000251],1,10000,mg/kg,NA,senesced leaf mineral and ion content trait [trait_group_0000108],leaf [PO_0025034],mass [PATO_0000125]; mass fraction [ECSO_00000619]; ratio; proportion [PATO_0001470],iron atom [CHEBI_18248]; senescent [PATO_0001487]; micronutrient [CHEBI_27027]; plant litter [ENVO_01000628],NA,NA,14/07/2021,05/02/2024,NA,NA,NA,exact match: Litter iron content per litter dry mass [TOP590] (https://top-thesaurus.org/index); exact match: Litter (leaf) iron (Fe) content per leaf litter dry mass [TRY:950] (https://www.try-db.org/de/de.php),The ratio [PATO:0001470] of the mass [PATO:0000125] of iron [CHEBI:18248] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,senesced_leaf_Fe_per_dry_mass,trait_0000128,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000130,leaf_senesced_K_per_dry_mass,Senesced leaf potassium (K) content per unit leaf dry mass,The ratio of the mass of potassium in a senescent leaf (leaf litter) to the senescent leaf dry mass.,"Includes measurements on leaf analogs, including cladodes and phylloclades.",continuous variable [STATO_0000251],0.1,100,mg/g,NA,senesced leaf mineral and ion content trait [trait_group_0000108],leaf [PO_0025034],mass [PATO_0000125]; mass fraction [ECSO_00000619]; ratio; proportion [PATO_0001470],potassium atom [CHEBI_26216]; senescent [PATO_0001487]; macronutrient [CHEBI_33937]; plant litter [ENVO_01000628],NA,NA,14/07/2021,05/02/2024,NA,NA,NA,exact match: Litter potassium content per litter dry mass [TOP598] (https://top-thesaurus.org/index); exact match: Litter (leaf) potassium (K) content per leaf litter dry mass [TRY:958] (https://www.try-db.org/de/de.php),The ratio [PATO:0001470] of the mass [PATO:0000125] of potassium [CHEBI:26216] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,senesced_leaf_K_per_dry_mass,trait_0000130,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000132,leaf_senesced_Mg_per_dry_mass,Senesced leaf magnesium (Mg) content per unit leaf dry mass,The ratio of the mass of magnesium in a senescent leaf (leaf litter) to the senescent leaf dry mass.,"Includes measurements on leaf analogs, including cladodes and phylloclades.",continuous variable [STATO_0000251],0.01,100,mg/g,NA,senesced leaf mineral and ion content trait [trait_group_0000108],leaf [PO_0025034],mass [PATO_0000125]; mass fraction [ECSO_00000619]; ratio; proportion [PATO_0001470],magnesium atom [CHEBI_25107]; senescent [PATO_0001487]; micronutrient [CHEBI_27027]; plant litter [ENVO_01000628],NA,NA,14/07/2021,05/02/2024,NA,NA,NA,exact match: Litter magnesium content per litter dry mass [TOP591] (https://top-thesaurus.org/index); exact match: Litter (leaf) magnesium (Mg) content per leaf litter dry mass [TRY:952] (https://www.try-db.org/de/de.php),The ratio [PATO:0001470] of the mass [PATO:0000125] of magnesium [CHEBI:25107] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,senesced_leaf_Mg_per_dry_mass,trait_0000132,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000134,leaf_senesced_Mn_per_dry_mass,Senesced leaf manganese (Mn) content per unit leaf dry mass,The ratio of the mass of manganese in a senescent leaf (leaf litter) to the senescent leaf dry mass.,"Includes measurements on leaf analogs, including cladodes and phylloclades.",continuous variable [STATO_0000251],1,10000,mg/kg,NA,senesced leaf mineral and ion content trait [trait_group_0000108],leaf [PO_0025034],mass [PATO_0000125]; mass fraction [ECSO_00000619]; ratio; proportion [PATO_0001470],manganese atom [CHEBI_18291]; senescent [PATO_0001487]; micronutrient [CHEBI_27027]; plant litter [ENVO_01000628],NA,NA,14/07/2021,05/02/2024,NA,NA,NA,exact match: Litter manganese content per litter dry mass [TOP592] (https://top-thesaurus.org/index); exact match: Litter (leaf) manganese (Mn) content per leaf litter dry mass [TRY:953] (https://www.try-db.org/de/de.php),The ratio [PATO:0001470] of the mass [PATO:0000125] of manganese [CHEBI:18291] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,senesced_leaf_Mn_per_dry_mass,trait_0000134,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000136,leaf_senesced_Mo_per_dry_mass,Senesced leaf molybdenum (Mo) content per unit leaf dry mass,The ratio of the mass of molybdenum in a senescent leaf (leaf litter) to the senescent leaf dry mass.,"Includes measurements on leaf analogs, including cladodes and phylloclades.",continuous variable [STATO_0000251],0,30,mg/kg,NA,senesced leaf mineral and ion content trait [trait_group_0000108],leaf [PO_0025034],mass [PATO_0000125]; mass fraction [ECSO_00000619]; ratio; proportion [PATO_0001470],molybdenum atom [CHEBI_28685]; senescent [PATO_0001487]; micronutrient [CHEBI_27027]; plant litter [ENVO_01000628],NA,NA,14/07/2021,05/02/2024,NA,NA,NA,exact match: Litter molybdenum content per litter dry mass [TOP593] (https://top-thesaurus.org/index); exact match: Litter molybdenium (Mo) content per litter dry mass [TRY:999] (https://www.try-db.org/de/de.php),The ratio [PATO:0001470] of the mass [PATO:0000125] of molybdenum [CHEBI:28685] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,senesced_leaf_Mo_per_dry_mass,trait_0000136,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000138,leaf_senesced_N_per_dry_mass,Senesced leaf nitrogen (N) content per unit leaf dry mass,The ratio of the mass of nitrogen in a senescent leaf (leaf litter) to the senescent leaf dry mass.,"Includes measurements on leaf analogs, including cladodes and phylloclades.",continuous variable [STATO_0000251],1,100,mg/g,NA,senesced leaf mineral and ion content trait [trait_group_0000108],leaf [PO_0025034],mass [PATO_0000125]; mass fraction [ECSO_00000619]; ratio; proportion [PATO_0001470],nitrogen atom [CHEBI_25555]; senescent [PATO_0001487]; macronutrient [CHEBI_33937]; plant litter [ENVO_01000628],NA,NA,14/07/2021,05/02/2024,NA,NA,NA,exact match: Litter nitrogen content per litter dry mass [TOP596] (https://top-thesaurus.org/index); exact match: Litter (leaf) nitrogen (N) content per leaf litter dry mass [TRY:954] (https://www.try-db.org/de/de.php),The ratio [PATO:0001470] of the mass [PATO:0000125] of nitrogen [CHEBI:25555] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,senesced_leaf_N_per_dry_mass,trait_0000138,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000140,leaf_senesced_Na_per_dry_mass,Senesced leaf sodium (Na) content per unit leaf dry mass,The ratio of the mass of sodium in a senescent leaf (leaf litter) to the senescent leaf dry mass.,"Includes measurements on leaf analogs, including cladodes and phylloclades.",continuous variable [STATO_0000251],10,20000,mg/kg,NA,senesced leaf mineral and ion content trait [trait_group_0000108],leaf [PO_0025034],mass [PATO_0000125]; mass fraction [ECSO_00000619]; ratio; proportion [PATO_0001470],sodium atom [CHEBI_26708]; senescent [PATO_0001487]; micronutrient [CHEBI_27027]; plant litter [ENVO_01000628],NA,NA,14/07/2021,05/02/2024,NA,NA,NA,exact match: Litter sodium content per litter dry mass [TOP594] (https://top-thesaurus.org/index); exact match: Litter sodium (Na) content per litter dry mass [TRY:1004] (https://www.try-db.org/de/de.php),The ratio [PATO:0001470] of the mass [PATO:0000125] of sodium [CHEBI:26708] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,senesced_leaf_Na_per_dry_mass,trait_0000140,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000142,leaf_senesced_Ni_per_dry_mass,Senesced leaf nickel (Ni) content per unit leaf dry mass,The ratio of the mass of nickel in a senescent leaf (leaf litter) to the senescent leaf dry mass.,"Includes measurements on leaf analogs, including cladodes and phylloclades.",continuous variable [STATO_0000251],10,100000,mg/kg,NA,senesced leaf mineral and ion content trait [trait_group_0000108],leaf [PO_0025034],mass [PATO_0000125]; mass fraction [ECSO_00000619]; ratio; proportion [PATO_0001470],nickel atom [CHEBI_28112]; senescent [PATO_0001487]; plant litter [ENVO_01000628],NA,NA,14/07/2021,05/02/2024,NA,NA,NA,NA,The ratio [PATO:0001470] of the mass [PATO:0000125] of nickel [CHEBI:28112] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,senesced_leaf_Ni_per_dry_mass,trait_0000142,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000144,leaf_senesced_P_per_dry_mass,Senesced leaf phosphorus (P) content per unit leaf dry mass,The ratio of the mass of phosphorus in a senescent leaf (leaf litter) to the senescent leaf dry mass.,"Includes measurements on leaf analogs, including cladodes and phylloclades.",continuous variable [STATO_0000251],0.005,15,mg/g,NA,senesced leaf mineral and ion content trait [trait_group_0000108],leaf [PO_0025034],mass [PATO_0000125]; mass fraction [ECSO_00000619]; ratio; proportion [PATO_0001470],phosphorus atom [CHEBI_28659]; senescent [PATO_0001487]; macronutrient [CHEBI_33937]; plant litter [ENVO_01000628],NA,NA,14/07/2021,05/02/2024,NA,NA,NA,exact match: Litter phosphorus content per litter dry mass [TOP597] (https://top-thesaurus.org/index); exact match: Litter (leaf) phosphorus (P) content per leaf litter dry mass [TRY:957] (https://www.try-db.org/de/de.php),The ratio [PATO:0001470] of the mass [PATO:0000125] of phosphorus [CHEBI:28659] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,senesced_leaf_P_per_dry_mass,trait_0000144,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000146,leaf_senesced_S_per_dry_mass,Senesced leaf sulphur (S) content per unit leaf dry mass,The ratio of the mass of sulphur in a senescent leaf (leaf litter) to the senescent leaf dry mass.,"Includes measurements on leaf analogs, including cladodes and phylloclades.",continuous variable [STATO_0000251],100,50000,mg/kg,NA,senesced leaf mineral and ion content trait [trait_group_0000108],leaf [PO_0025034],mass [PATO_0000125]; mass fraction [ECSO_00000619]; ratio; proportion [PATO_0001470],sulfur atom [CHEBI_26833]; senescent [PATO_0001487]; micronutrient [CHEBI_27027]; plant litter [ENVO_01000628],NA,NA,14/07/2021,05/02/2024,NA,NA,NA,exact match: Litter sulfur content per litter dry mass [TOP600] (https://top-thesaurus.org/index); exact match: Litter (leaf) sulfur (S) content per leaf litter dry mass [TRY:961] (https://www.try-db.org/de/de.php),The ratio [PATO:0001470] of the mass [PATO:0000125] of sulphur [CHEBI:26833] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,senesced_leaf_S_per_dry_mass,trait_0000146,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000152,leaf_senesced_Zn_per_dry_mass,Senesced leaf zinc (Zn) content per unit leaf dry mass,The ratio of the mass of zinc in a senescent leaf (leaf litter) to the senescent leaf dry mass.,"Includes measurements on leaf analogs, including cladodes and phylloclades.",continuous variable [STATO_0000251],0,100,mg/kg,NA,senesced leaf mineral and ion content trait [trait_group_0000108],leaf [PO_0025034],mass [PATO_0000125]; mass fraction [ECSO_00000619]; ratio; proportion [PATO_0001470],zinc atom [CHEBI_27363]; senescent [PATO_0001487]; micronutrient [CHEBI_27027]; plant litter [ENVO_01000628],NA,NA,14/07/2021,05/02/2024,NA,NA,NA,exact match: Litter zinc content per litter dry mass [TOP601] (https://top-thesaurus.org/index); exact match: Litter (leaf) zinc (Zn) content per leaf litter dry mass [TRY:962] (https://www.try-db.org/de/de.php),The ratio [PATO:0001470] of the mass [PATO:0000125] of zinc [CHEBI:27363] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,senesced_leaf_Zn_per_dry_mass,trait_0000152,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0022012,leaf_N_resorption,Leaf nitrogen resorption efficiency,"A leaf nutrient recycling trait which is one minus the ratio of leaf nitrogen content in a senescent leaf (leaf litter) to leaf nitrogen content in a live leaf, indicating what proportion of nitrogen is resorbed from the senescent leaf before it is shed.",NA,continuous variable [STATO_0000251],-1.1,1,mg/mg,NA,nutrient recycling trait [trait_group_0022002],leaf [PO_0025034],mass [PATO_0000125]; mass fraction [ECSO_00000619]; ratio; proportion [PATO_0001470]; dimensionless ratio [STATO_0000300],nitrogen atom [CHEBI_25555]; senescent [PATO_0001487]; resorption [NCIT_C93204]; plant litter [ENVO_01000628]; macronutrient [CHEBI_33937],NA,NA,14/07/2021,05/02/2024,NA,NA,NA,NA,"A leaf [PO:0025034] nutrient recycling trait which is one minus the ratio [PATO:0001470] of leaf nitrogen [CHEBI:25555] content in a senescent [PATO:0001487] leaf (leaf litter [ENVO:01000628]) to leaf nitrogen content in a live [PATO:0001421] leaf, indicating what proportion of nitrogen is resorbed [NCIT:C93204] from the senescent leaf before it is shed.",resorption_leaf_N,trait_0022012,https://w3id.org/APD
