Entity,trait,label,description,comments,trait_type,allowed_values_min,allowed_values_max,units,allowed_values_levels,categorical_trait_description,categorical_trait_synonyms,constraints,trait_groupings,structure_measured,characteristic_measured,keywords,references,reviewers,created,reviewed,deprecated_trait_name,exact_match,close_match,related_match,description_encoded,identifier,categorical_trait_identifier,inScheme
https://w3id.org/APD/traits/trait_0000134,leaf_senesced_Mn_per_dry_mass,Senesced leaf manganese (Mn) content per unit leaf dry mass,The ratio of the mass of manganese in a senescent leaf (leaf litter) to the senescent leaf dry mass.,"Includes measurements on leaf analogs, including cladodes and phylloclades.",numeric,1,10000,mg/kg,,,,,senesced leaf mineral and ion content trait,leaf,mass; mass fraction; ratio; proportion,manganese atom; senescent; micronutrient; plant litter,,,14/07/2021,,senesced_leaf_Mn_per_dry_mass,Litter manganese content per litter dry mass [TOP592] (https://top-thesaurus.org/index); Litter (leaf) manganese (Mn) content per leaf litter dry mass [TRY:953] (https://www.try-db.org/de/de.php),,,The ratio [PATO:0001470] of the mass [PATO:0000125] of manganese [CHEBI:18291] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,trait_0000134,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000136,leaf_senesced_Mo_per_dry_mass,Senesced leaf molybdenum (Mo) content per unit leaf dry mass,The ratio of the mass of molybdenum in a senescent leaf (leaf litter) to the senescent leaf dry mass.,"Includes measurements on leaf analogs, including cladodes and phylloclades.",numeric,0,30,mg/kg,,,,,senesced leaf mineral and ion content trait,leaf,mass; mass fraction; ratio; proportion,molybdenum atom; senescent; micronutrient; plant litter,,,14/07/2021,,senesced_leaf_Mo_per_dry_mass,Litter molybdenum content per litter dry mass [TOP593] (https://top-thesaurus.org/index); Litter molybdenium (Mo) content per litter dry mass [TRY:999] (https://www.try-db.org/de/de.php),,,The ratio [PATO:0001470] of the mass [PATO:0000125] of molybdenum [CHEBI:28685] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,trait_0000136,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000138,leaf_senesced_N_per_dry_mass,Senesced leaf nitrogen (N) content per unit leaf dry mass,The ratio of the mass of nitrogen in a senescent leaf (leaf litter) to the senescent leaf dry mass.,"Includes measurements on leaf analogs, including cladodes and phylloclades.",numeric,1,100,mg/g,,,,,senesced leaf mineral and ion content trait,leaf,mass; mass fraction; ratio; proportion,nitrogen atom; senescent; macronutrient; plant litter,,,14/07/2021,,senesced_leaf_N_per_dry_mass,Litter nitrogen content per litter dry mass [TOP596] (https://top-thesaurus.org/index); Litter (leaf) nitrogen (N) content per leaf litter dry mass [TRY:954] (https://www.try-db.org/de/de.php),,,The ratio [PATO:0001470] of the mass [PATO:0000125] of nitrogen [CHEBI:25555] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,trait_0000138,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000140,leaf_senesced_Na_per_dry_mass,Senesced leaf sodium (Na) content per unit leaf dry mass,The ratio of the mass of sodium in a senescent leaf (leaf litter) to the senescent leaf dry mass.,"Includes measurements on leaf analogs, including cladodes and phylloclades.",numeric,100,20000,mg/kg,,,,,senesced leaf mineral and ion content trait,leaf,mass; mass fraction; ratio; proportion,sodium atom; senescent; micronutrient; plant litter,,,14/07/2021,,senesced_leaf_Na_per_dry_mass,Litter sodium content per litter dry mass [TOP594] (https://top-thesaurus.org/index); Litter sodium (Na) content per litter dry mass [TRY:1004] (https://www.try-db.org/de/de.php),,,The ratio [PATO:0001470] of the mass [PATO:0000125] of sodium [CHEBI:26708] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,trait_0000140,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000142,leaf_senesced_Ni_per_dry_mass,Senesced leaf nickel (Ni) content per unit leaf dry mass,The ratio of the mass of nickel in a senescent leaf (leaf litter) to the senescent leaf dry mass.,"Includes measurements on leaf analogs, including cladodes and phylloclades.",numeric,10,100000,mg/kg,,,,,senesced leaf mineral and ion content trait,leaf,mass; mass fraction; ratio; proportion,nickel atom; senescent; plant litter,,,14/07/2021,,senesced_leaf_Ni_per_dry_mass,,,,The ratio [PATO:0001470] of the mass [PATO:0000125] of nickel [CHEBI:28112] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,trait_0000142,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000144,leaf_senesced_P_per_dry_mass,Senesced leaf phosphorus (P) content per unit leaf dry mass,The ratio of the mass of phosphorus in a senescent leaf (leaf litter) to the senescent leaf dry mass.,"Includes measurements on leaf analogs, including cladodes and phylloclades.",numeric,0.005,15,mg/g,,,,,senesced leaf mineral and ion content trait,leaf,mass; mass fraction; ratio; proportion,phosphorus atom; senescent; macronutrient; plant litter,,,14/07/2021,,senesced_leaf_P_per_dry_mass,Litter phosphorus content per litter dry mass [TOP597] (https://top-thesaurus.org/index); Litter (leaf) phosphorus (P) content per leaf litter dry mass [TRY:957] (https://www.try-db.org/de/de.php),,,The ratio [PATO:0001470] of the mass [PATO:0000125] of phosphorus [CHEBI:28659] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,trait_0000144,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000146,leaf_senesced_S_per_dry_mass,Senesced leaf sulphur (S) content per unit leaf dry mass,The ratio of the mass of sulphur in a senescent leaf (leaf litter) to the senescent leaf dry mass.,"Includes measurements on leaf analogs, including cladodes and phylloclades.",numeric,100,50000,mg/kg,,,,,senesced leaf mineral and ion content trait,leaf,mass; mass fraction; ratio; proportion,sulfur atom; senescent; micronutrient; plant litter,,,14/07/2021,,senesced_leaf_S_per_dry_mass,Litter sulfur content per litter dry mass [TOP600] (https://top-thesaurus.org/index); Litter (leaf) sulfur (S) content per leaf litter dry mass [TRY:961] (https://www.try-db.org/de/de.php),,,The ratio [PATO:0001470] of the mass [PATO:0000125] of sulphur [CHEBI:26833] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,trait_0000146,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000152,leaf_senesced_Zn_per_dry_mass,Senesced leaf zinc (Zn) content per unit leaf dry mass,The ratio of the mass of zinc in a senescent leaf (leaf litter) to the senescent leaf dry mass.,"Includes measurements on leaf analogs, including cladodes and phylloclades.",numeric,0,100,mg/kg,,,,,senesced leaf mineral and ion content trait,leaf,mass; mass fraction; ratio; proportion,zinc atom; senescent; micronutrient; plant litter,,,14/07/2021,,senesced_leaf_Zn_per_dry_mass,Litter zinc content per litter dry mass [TOP601] (https://top-thesaurus.org/index); Litter (leaf) zinc (Zn) content per leaf litter dry mass [TRY:962] (https://www.try-db.org/de/de.php),,,The ratio [PATO:0001470] of the mass [PATO:0000125] of zinc [CHEBI:27363] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,trait_0000152,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0022012,leaf_N_resorption,Leaf nitrogen resorption,"A leaf nutrient recycling trait which is one minus the ratio of leaf nitrogen content in a senescent leaf (leaf litter) to leaf nitrogen content in a live leaf, indicating how much nitrogen is resorbed from the senescent leaf before it is shed.",,numeric,-1.1,1,mg/mg,,,,,nutrient recycling trait,leaf,mass; mass fraction; ratio; proportion; dimensionless ratio,nitrogen atom; senescent; resorption; plant litter; macronutrient,,,14/07/2021,,resorption_leaf_N,,,,"A leaf [PO:0025034] nutrient recycling trait which is one minus the ratio [PATO:0001470] of leaf nitrogen [CHEBI:25555] content in a senescent [PATO:0001487] leaf (leaf litter [ENVO:01000628]) to leaf nitrogen content in a live [PATO:0001421] leaf, indicating how much nitrogen is resorbed [NCIT:C93204] from the senescent leaf before it is shed.",trait_0022012,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0022013,leaf_P_resorption,Leaf phosphorus resorption,"A leaf nutrient recycling trait which is one minus the ratio of leaf phosphorus content in a senescent leaf (leaf litter) to leaf phosphorus content in a live leaf, indicating how much phosphorus is resorbed from the senescent leaf before it is shed.",,numeric,-1.1,1,mg/mg,,,,,nutrient recycling trait,leaf,mass; mass fraction; ratio; proportion; dimensionless ratio,phosphorus atom; senescent; resorption; plant litter; macronutrient,,,14/07/2021,,resorption_leaf_P,,,,"A leaf [PO:0025034] nutrient recycling trait which is one minus the ratio [PATO:0001470] of leaf phosphorus [CHEBI:28659] content in a senescent [PATO:0001487] leaf (leaf litter [ENVO:01000628]) to leaf phosphorus content in a live [PATO:0001421] leaf, indicating how much phosphorus is resorbed [NCIT:C93204] from the senescent leaf before it is shed.",trait_0022013,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000216,stem_C_per_dry_mass,Stem carbon (C) content per unit stem dry mass,The ratio of the mass of carbon in a stem to stem dry mass.,,numeric,100,1000,mg/g,,,,,stem mineral and ion content trait,stem,mass; mass fraction; ratio; proportion,carbon atom,,,14/07/2021,,,Stem carbon content per stem dry mass [TOP491] (https://top-thesaurus.org/index); Stem carbon (C) content per stem dry mass [TRY:407] (https://www.try-db.org/de/de.php),,,The ratio [PATO:0001470] of the mass [PATO:0000125] of carbon [CHEBI:27594] in a stem [PO:0009047] to stem dry mass.,trait_0000216,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000238,stem_N_per_dry_mass,Stem nitrogen (N) content per unit stem dry mass,The ratio of the mass of nitrogen in a stem to stem dry mass.,,numeric,0.1,1000,mg/g,,,,,stem mineral and ion content trait,stem,mass; mass fraction; ratio; proportion,nitrogen atom; macronutrient,,,14/07/2021,,,Stem nitrogen content per stem dry mass [TOP501] (https://top-thesaurus.org/index); Stem nitrogen (N) content per stem dry mass [TRY:406] (https://www.try-db.org/de/de.php),,,The ratio [PATO:0001470] of the mass [PATO:0000125] of nitrogen [CHEBI:25555] in a stem [PO:0009047] to stem dry mass.,trait_0000238,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000416,wood_C_per_dry_mass,Wood carbon (C) content per unit wood dry mass,The ratio of the mass of carbon in wood to wood dry mass.,,numeric,50,750,mg/g,,,,,wood mineral and ion content trait,"stem; wood, secondary xylem",mass; mass fraction; ratio; proportion,carbon atom; wood; plant litter,,,14/07/2021,,,Wood carbon content per wood dry mass trait [TOP732] (https://top-thesaurus.org/index),Stem carbon (C) content per stem dry mass [TRY:407] (https://www.try-db.org/de/de.php),,The ratio [PATO:0001470] of the mass [PATO:0000125] of carbon [CHEBI:27594] in wood [PO:0005848] to wood dry mass.,trait_0000416,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000418,wood_Ca_per_dry_mass,Wood calcium (Ca) content per unit wood dry mass,The ratio of the mass of calcium in wood to wood dry mass.,,numeric,0.001,10,mg/g,,,,,wood mineral and ion content trait,"stem; wood, secondary xylem",mass; mass fraction; ratio; proportion,calcium atom; wood; micronutrient; plant litter,,,14/07/2021,,,Wood calcium content per wood dry mass trait [TOP731] (https://top-thesaurus.org/index),Stem calcium (Ca) content per stem dry mass [TRY:623] (https://www.try-db.org/de/de.php),,The ratio [PATO:0001470] of the mass [PATO:0000125] of calcium [CHEBI:22984] in wood [PO:0005848] to wood dry mass.,trait_0000418,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000430,wood_K_per_dry_mass,Wood potassium (K) content per unit wood dry mass,The ratio of the mass of potassium in wood to wood dry mass.,,numeric,0.01,100,mg/g,,,,,wood mineral and ion content trait,"stem; wood, secondary xylem",mass; mass fraction; ratio; proportion,potassium atom; wood; macronutrient; plant litter,,,14/07/2021,,,Wood potassium content per wood dry mass trait [TOP744] (https://top-thesaurus.org/index),Stem potassium (K) content per stem dry mass [TRY:628] (https://www.try-db.org/de/de.php),,The ratio [PATO:0001470] of the mass [PATO:0000125] of potassium [CHEBI:26216] in wood [PO:0005848] to wood dry mass.,trait_0000430,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000432,wood_Mg_per_dry_mass,Wood magnesium (Mg) content per unit wood dry mass,The ratio of the mass of magnesium in wood to wood dry mass.,,numeric,0.01,10,mg/g,,,,,wood mineral and ion content trait,"stem; wood, secondary xylem",mass; mass fraction; ratio; proportion,magnesium atom; wood; micronutrient; plant litter,,,14/07/2021,,,Wood magnesium content per wood dry mass trait [TOP737] (https://top-thesaurus.org/index),Stem magnesium (Mg) content per stem dry mass [TRY:624] (https://www.try-db.org/de/de.php),,The ratio [PATO:0001470] of the mass [PATO:0000125] of magnesium [CHEBI:25107] in wood [PO:0005848] to wood dry mass.,trait_0000432,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000438,wood_N_per_dry_mass,Wood nitrogen (N) content per unit wood dry mass,The ratio of the mass of nitrogen in wood to wood dry mass.,,numeric,0.1,100,mg/g,,,,,wood mineral and ion content trait,"stem; wood, secondary xylem",mass; mass fraction; ratio; proportion,nitrogen atom; wood; macronutrient; plant litter,,,14/07/2021,,,Wood nitrogen content per wood dry mass trait [TOP742] (https://top-thesaurus.org/index); Wood nitrogen (N) content per wood dry mass [TRY:1229] (https://www.try-db.org/de/de.php),,,The ratio [PATO:0001470] of the mass [PATO:0000125] of nitrogen [CHEBI:25555] in wood [PO:0005848] to wood dry mass.,trait_0000438,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000440,wood_Na_per_dry_mass,Wood sodium (Na) content per unit wood dry mass,The ratio of the mass of sodium in wood to wood dry mass.,,numeric,0.1,100,mg/g,,,,,wood mineral and ion content trait,"stem; wood, secondary xylem",mass; mass fraction; ratio; proportion,sodium atom; wood; micronutrient; plant litter,,,14/07/2021,,,Wood sodium content per wood dry mass trait [TOP740] (https://top-thesaurus.org/index),Stem sodium (Na) content per stem dry mass [TRY:627] (https://www.try-db.org/de/de.php),,The ratio [PATO:0001470] of the mass [PATO:0000125] of sodium [CHEBI:26708] in wood [PO:0005848] to wood dry mass.,trait_0000440,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000444,wood_P_per_dry_mass,Wood phosphorus (P) content per unit wood dry mass,The ratio of the mass of phosphorus in wood to wood dry mass.,,numeric,0.001,10,mg/g,,,,,wood mineral and ion content trait,"stem; wood, secondary xylem",mass; mass fraction; ratio; proportion,phosphorus atom; wood; macronutrient; plant litter,,,14/07/2021,,,Wood phosphorus content per wood dry mass trait [TOP743] (https://top-thesaurus.org/index),Stem phosphorus (P) content per stem dry mass [TRY:616] (https://www.try-db.org/de/de.php),,The ratio [PATO:0001470] of the mass [PATO:0000125] of phosphorus [CHEBI:28659] in wood [PO:0005848] to wood dry mass.,trait_0000444,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000518,wood_dead_Ca_per_dry_mass,Dead wood calcium (Ca) content per unit dead wood dry mass,The ratio of the mass of calcium in senescent wood (litter) to the dry mass of the senesced wood.,,numeric,0.1,100,mg/g,,,,,senesced wood mineral and ion content trait,"stem; wood, secondary xylem",mass; mass fraction; ratio; proportion,calcium atom; senescent; wood; micronutrient; plant litter,,,14/07/2021,,dead_wood_Ca_per_dry_mass,Coarse woody debris calcium content per coarse woody debris dry mass trait [TOP750] (https://top-thesaurus.org/index),"Litter (other than leaf: twigs, bark, flowers...) calcium (Ca) content per litter dry mass [TRY:2892] (https://www.try-db.org/de/de.php)",,The ratio [PATO:0001470] of the mass [PATO:0000125] of calcium [CHEBI:22984] in senescent [PATO:0001487] wood [PO:0005848] (litter [ENVO:01000628]) to the dry mass of the senesced wood.,trait_0000518,,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0000530,wood_dead_K_per_dry_mass,Dead wood potassium (K) content per unit dead wood dry mass,The ratio of the mass of potassium in senescent wood (litter) to the dry mass of the senesced wood.,,numeric,0.01,10,mg/g,,,,,senesced wood mineral and ion content trait,"stem; wood, secondary xylem",mass; mass fraction; ratio; proportion,potassium atom; senescent; wood; macronutrient; plant litter,,,14/07/2021,,dead_wood_K_per_dry_mass,Coarse woody debris potassium content per coarse woody debris dry mass trait [TOP763] (https://top-thesaurus.org/index),"Litter (other than leaf: twigs, bark, flowers...) potassium (K) content per litter dry mass [TRY:2891] (https://www.try-db.org/de/de.php)",,The ratio [PATO:0001470] of the mass [PATO:0000125] of potassium [CHEBI:26216] in senescent [PATO:0001487] wood [PO:0005848] (litter [ENVO:01000628]) to the dry mass of the senesced wood.,trait_0000530,,https://w3id.org/APD
