identifier,trait,label,description_encoded,description,comments,inScheme,type,type_x,min,max,units,units_UCUM,units_uom,category_1,category_2,category_3,category_4,created,modified,deprecated_trait_name,constraints,structure_1,structure_2,structure_3,structure_4,meas_char_1,meas_char_2,meas_char_3,meas_char_4,meas_char_5,meas_char_6,rev_01,rev_02,rev_03,rev_04,rev_05,rev_06,rev_07,rev_08,rev_09,rev_10,ref_1,ref_2,ref_3,ref_4,ref_5,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,keyword_7,keyword_8,keyword_9,keyword_10,exact_other1,close_other1,close_other2,related_other,exact_TOP,close_TOP,related_TOP,related_TOP2,exact_TRY,close_TRY,related_TRY,exact_LEDA,close_LEDA,related_LEDA,exact_GIFT,close_GIFT,related_GIFT,exact_BIEN,close_BIEN,related_BIEN,exact_BROT,close_BROT,related_BROT,PalmTraits_exact,PalmTraits_close,traitID
APD/0000126,leaf_senesced_Cu_per_dry_mass,Senesced leaf copper (Cu) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of copper [CHEBI:28694] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.01,100,mg/kg,mg/kg,milligram per kilogram,senesced leaf mineral and ion content trait,,,,14/07/2021,,senesced_leaf_Cu_per_dry_mass,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_28694,PATO_0001487,CHEBI_27027,ENVO_01000628,,,,,,,,,,,Litter copper content per litter dry mass [TOP589] (https://top-thesaurus.org/index),,,,Litter (leaf) copper (Cu) content per leaf litter dry mass [TRY:947] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,126
APD/0000128,leaf_senesced_Fe_per_dry_mass,Senesced leaf iron (Fe) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of iron [CHEBI:18248] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,1,10000,mg/kg,mg/kg,milligram per kilogram,senesced leaf mineral and ion content trait,,,,14/07/2021,,senesced_leaf_Fe_per_dry_mass,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_18248,PATO_0001487,CHEBI_27027,ENVO_01000628,,,,,,,,,,,Litter iron content per litter dry mass [TOP590] (https://top-thesaurus.org/index),,,,Litter (leaf) iron (Fe) content per leaf litter dry mass [TRY:950] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,128
APD/0000130,leaf_senesced_K_per_dry_mass,Senesced leaf potassium (K) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of potassium [CHEBI:26216] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.1,100,mg/g,mg/g,milligram per gram,senesced leaf mineral and ion content trait,,,,14/07/2021,,senesced_leaf_K_per_dry_mass,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_26216,PATO_0001487,CHEBI_33937,ENVO_01000628,,,,,,,,,,,Litter potassium content per litter dry mass [TOP598] (https://top-thesaurus.org/index),,,,Litter (leaf) potassium (K) content per leaf litter dry mass [TRY:958] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,130
APD/0000132,leaf_senesced_Mg_per_dry_mass,Senesced leaf magnesium (Mg) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of magnesium [CHEBI:25107] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.01,100,mg/g,mg/g,milligram per gram,senesced leaf mineral and ion content trait,,,,14/07/2021,,senesced_leaf_Mg_per_dry_mass,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_25107,PATO_0001487,CHEBI_27027,ENVO_01000628,,,,,,,,,,,Litter magnesium content per litter dry mass [TOP591] (https://top-thesaurus.org/index),,,,Litter (leaf) magnesium (Mg) content per leaf litter dry mass [TRY:952] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,132
APD/0000134,leaf_senesced_Mn_per_dry_mass,Senesced leaf manganese (Mn) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of manganese [CHEBI:18291] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,1,10000,mg/kg,mg/kg,milligram per kilogram,senesced leaf mineral and ion content trait,,,,14/07/2021,,senesced_leaf_Mn_per_dry_mass,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_18291,PATO_0001487,CHEBI_27027,ENVO_01000628,,,,,,,,,,,Litter manganese content per litter dry mass [TOP592] (https://top-thesaurus.org/index),,,,Litter (leaf) manganese (Mn) content per leaf litter dry mass [TRY:953] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,134
APD/0000136,leaf_senesced_Mo_per_dry_mass,Senesced leaf molybdenum (Mo) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of molybdenum [CHEBI:28685] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,0,30,mg/kg,mg/kg,milligram per kilogram,senesced leaf mineral and ion content trait,,,,14/07/2021,,senesced_leaf_Mo_per_dry_mass,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_28685,PATO_0001487,CHEBI_27027,ENVO_01000628,,,,,,,,,,,Litter molybdenum content per litter dry mass [TOP593] (https://top-thesaurus.org/index),,,,Litter molybdenium (Mo) content per litter dry mass [TRY:999] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,136
APD/0000138,leaf_senesced_N_per_dry_mass,Senesced leaf nitrogen (N) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of nitrogen [CHEBI:25555] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,1,100,mg/g,mg/g,milligram per gram,senesced leaf mineral and ion content trait,,,,14/07/2021,,senesced_leaf_N_per_dry_mass,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_25555,PATO_0001487,CHEBI_33937,ENVO_01000628,,,,,,,,,,,Litter nitrogen content per litter dry mass [TOP596] (https://top-thesaurus.org/index),,,,Litter (leaf) nitrogen (N) content per leaf litter dry mass [TRY:954] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,138
APD/0000140,leaf_senesced_Na_per_dry_mass,Senesced leaf sodium (Na) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of sodium [CHEBI:26708] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,100,20000,mg/kg,mg/kg,milligram per kilogram,senesced leaf mineral and ion content trait,,,,14/07/2021,,senesced_leaf_Na_per_dry_mass,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_26708,PATO_0001487,CHEBI_27027,ENVO_01000628,,,,,,,,,,,Litter sodium content per litter dry mass [TOP594] (https://top-thesaurus.org/index),,,,Litter sodium (Na) content per litter dry mass [TRY:1004] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,140
APD/0000142,leaf_senesced_Ni_per_dry_mass,Senesced leaf nickel (Ni) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of nickel [CHEBI:28112] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,10,100000,mg/kg,mg/kg,milligram per kilogram,senesced leaf mineral and ion content trait,,,,14/07/2021,,senesced_leaf_Ni_per_dry_mass,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_28112,PATO_0001487,ENVO_01000628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142
APD/0000144,leaf_senesced_P_per_dry_mass,Senesced leaf phosphorus (P) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of phosphorus [CHEBI:28659] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.005,15,mg/g,mg/g,milligram per gram,senesced leaf mineral and ion content trait,,,,14/07/2021,,senesced_leaf_P_per_dry_mass,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_28659,PATO_0001487,CHEBI_33937,ENVO_01000628,,,,,,,,,,,Litter phosphorus content per litter dry mass [TOP597] (https://top-thesaurus.org/index),,,,Litter (leaf) phosphorus (P) content per leaf litter dry mass [TRY:957] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,144
APD/0000146,leaf_senesced_S_per_dry_mass,Senesced leaf sulphur (S) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of sulphur [CHEBI:26833] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,100,50000,mg/kg,mg/kg,milligram per kilogram,senesced leaf mineral and ion content trait,,,,14/07/2021,,senesced_leaf_S_per_dry_mass,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_26833,PATO_0001487,CHEBI_27027,ENVO_01000628,,,,,,,,,,,Litter sulfur content per litter dry mass [TOP600] (https://top-thesaurus.org/index),,,,Litter (leaf) sulfur (S) content per leaf litter dry mass [TRY:961] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,146
APD/0000152,leaf_senesced_Zn_per_dry_mass,Senesced leaf zinc (Zn) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of zinc [CHEBI:27363] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,0,100,mg/kg,mg/kg,milligram per kilogram,senesced leaf mineral and ion content trait,,,,14/07/2021,,senesced_leaf_Zn_per_dry_mass,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_27363,PATO_0001487,CHEBI_27027,ENVO_01000628,,,,,,,,,,,Litter zinc content per litter dry mass [TOP601] (https://top-thesaurus.org/index),,,,Litter (leaf) zinc (Zn) content per leaf litter dry mass [TRY:962] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,152
APD/0022012,leaf_N_resorption,Leaf nitrogen resorption,"A leaf [PO:0025034] nutrient recycling trait which is one minus the ratio [PATO:0001470] of leaf nitrogen [CHEBI:25555] content in a senescent [PATO:0001487] leaf (leaf litter [ENVO:01000628]) to leaf nitrogen content in a live [PATO:0001421] leaf, indicating how much nitrogen is resorbed [NCIT:C93204] from the senescent leaf before it is shed.",,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,-1.1,1,mg/mg,mg/mg,milligram per milligram,nutrient recycling trait,,,,14/07/2021,,resorption_leaf_N,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,STATO_0000300,,,,,,,,,,,,,,,,,,CHEBI_25555,PATO_0001487,NCIT_C93204,ENVO_01000628,CHEBI_33937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22012
APD/0022013,leaf_P_resorption,Leaf phosphorus resorption,"A leaf [PO:0025034] nutrient recycling trait which is one minus the ratio [PATO:0001470] of leaf phosphorus [CHEBI:28659] content in a senescent [PATO:0001487] leaf (leaf litter [ENVO:01000628]) to leaf phosphorus content in a live [PATO:0001421] leaf, indicating how much phosphorus is resorbed [NCIT:C93204] from the senescent leaf before it is shed.",,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,-1.1,1,mg/mg,mg/mg,milligram per milligram,nutrient recycling trait,,,,14/07/2021,,resorption_leaf_P,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,STATO_0000300,,,,,,,,,,,,,,,,,,CHEBI_28659,PATO_0001487,NCIT_C93204,ENVO_01000628,CHEBI_33937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22013
APD/0000216,stem_C_per_dry_mass,Stem carbon (C) content per unit stem dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of carbon [CHEBI:27594] in a stem [PO:0009047] to stem dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,100,1000,mg/g,mg/g,milligram per gram,stem mineral and ion content trait,,,,14/07/2021,,,,PO_0009047,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_27594,,,,,,,,,,,,,,Stem carbon content per stem dry mass [TOP491] (https://top-thesaurus.org/index),,,,Stem carbon (C) content per stem dry mass [TRY:407] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,216
APD/0000238,stem_N_per_dry_mass,Stem nitrogen (N) content per unit stem dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of nitrogen [CHEBI:25555] in a stem [PO:0009047] to stem dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.1,1000,mg/g,mg/g,milligram per gram,stem mineral and ion content trait,,,,14/07/2021,,,,PO_0009047,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_25555,CHEBI_33937,,,,,,,,,,,,,Stem nitrogen content per stem dry mass [TOP501] (https://top-thesaurus.org/index),,,,Stem nitrogen (N) content per stem dry mass [TRY:406] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,238
APD/0000416,wood_C_per_dry_mass,Wood carbon (C) content per unit wood dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of carbon [CHEBI:27594] in wood [PO:0005848] to wood dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,50,750,mg/g,mg/g,milligram per gram,wood mineral and ion content trait,,,,14/07/2021,,,,PO_0009047,PO_0005848,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_27594,NCIT_C93062,ENVO_01000628,,,,,,,,,,,,Wood carbon content per wood dry mass trait [TOP732] (https://top-thesaurus.org/index),,,,,Stem carbon (C) content per stem dry mass [TRY:407] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,416
APD/0000418,wood_Ca_per_dry_mass,Wood calcium (Ca) content per unit wood dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of calcium [CHEBI:22984] in wood [PO:0005848] to wood dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.001,10,mg/g,mg/g,milligram per gram,wood mineral and ion content trait,,,,14/07/2021,,,,PO_0009047,PO_0005848,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_22984,NCIT_C93062,CHEBI_27027,ENVO_01000628,,,,,,,,,,,Wood calcium content per wood dry mass trait [TOP731] (https://top-thesaurus.org/index),,,,,Stem calcium (Ca) content per stem dry mass [TRY:623] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,418
APD/0000430,wood_K_per_dry_mass,Wood potassium (K) content per unit wood dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of potassium [CHEBI:26216] in wood [PO:0005848] to wood dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.01,100,mg/g,mg/g,milligram per gram,wood mineral and ion content trait,,,,14/07/2021,,,,PO_0009047,PO_0005848,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_26216,NCIT_C93062,CHEBI_33937,ENVO_01000628,,,,,,,,,,,Wood potassium content per wood dry mass trait [TOP744] (https://top-thesaurus.org/index),,,,,Stem potassium (K) content per stem dry mass [TRY:628] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,430
APD/0000432,wood_Mg_per_dry_mass,Wood magnesium (Mg) content per unit wood dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of magnesium [CHEBI:25107] in wood [PO:0005848] to wood dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.01,10,mg/g,mg/g,milligram per gram,wood mineral and ion content trait,,,,14/07/2021,,,,PO_0009047,PO_0005848,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_25107,NCIT_C93062,CHEBI_27027,ENVO_01000628,,,,,,,,,,,Wood magnesium content per wood dry mass trait [TOP737] (https://top-thesaurus.org/index),,,,,Stem magnesium (Mg) content per stem dry mass [TRY:624] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,432
APD/0000438,wood_N_per_dry_mass,Wood nitrogen (N) content per unit wood dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of nitrogen [CHEBI:25555] in wood [PO:0005848] to wood dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.1,100,mg/g,mg/g,milligram per gram,wood mineral and ion content trait,,,,14/07/2021,,,,PO_0009047,PO_0005848,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_25555,NCIT_C93062,CHEBI_33937,ENVO_01000628,,,,,,,,,,,Wood nitrogen content per wood dry mass trait [TOP742] (https://top-thesaurus.org/index),,,,Wood nitrogen (N) content per wood dry mass [TRY:1229] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,438
APD/0000440,wood_Na_per_dry_mass,Wood sodium (Na) content per unit wood dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of sodium [CHEBI:26708] in wood [PO:0005848] to wood dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.1,100,mg/g,mg/g,milligram per gram,wood mineral and ion content trait,,,,14/07/2021,,,,PO_0009047,PO_0005848,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_26708,NCIT_C93062,CHEBI_27027,ENVO_01000628,,,,,,,,,,,Wood sodium content per wood dry mass trait [TOP740] (https://top-thesaurus.org/index),,,,,Stem sodium (Na) content per stem dry mass [TRY:627] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,440
APD/0000444,wood_P_per_dry_mass,Wood phosphorus (P) content per unit wood dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of phosphorus [CHEBI:28659] in wood [PO:0005848] to wood dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.001,10,mg/g,mg/g,milligram per gram,wood mineral and ion content trait,,,,14/07/2021,,,,PO_0009047,PO_0005848,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_28659,NCIT_C93062,CHEBI_33937,ENVO_01000628,,,,,,,,,,,Wood phosphorus content per wood dry mass trait [TOP743] (https://top-thesaurus.org/index),,,,,Stem phosphorus (P) content per stem dry mass [TRY:616] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,444
APD/0000518,wood_dead_Ca_per_dry_mass,Dead wood calcium (Ca) content per unit dead wood dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of calcium [CHEBI:22984] in senescent [PATO:0001487] wood [PO:0005848] (litter [ENVO:01000628]) to the dry mass of the senesced wood.,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.1,100,mg/g,mg/g,milligram per gram,senesced wood mineral and ion content trait,,,,14/07/2021,,dead_wood_Ca_per_dry_mass,,PO_0009047,PO_0005848,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_22984,PATO_0001487,NCIT_C93062,CHEBI_27027,ENVO_01000628,,,,,,,,,,Coarse woody debris calcium content per coarse woody debris dry mass trait [TOP750] (https://top-thesaurus.org/index),,,,,"Litter (other than leaf: twigs, bark, flowers...) calcium (Ca) content per litter dry mass [TRY:2892] (https://www.try-db.org/de/de.php)",,,,,,,,,,,,,,,,518
APD/0000530,wood_dead_K_per_dry_mass,Dead wood potassium (K) content per unit dead wood dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of potassium [CHEBI:26216] in senescent [PATO:0001487] wood [PO:0005848] (litter [ENVO:01000628]) to the dry mass of the senesced wood.,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.01,10,mg/g,mg/g,milligram per gram,senesced wood mineral and ion content trait,,,,14/07/2021,,dead_wood_K_per_dry_mass,,PO_0009047,PO_0005848,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_26216,PATO_0001487,NCIT_C93062,CHEBI_33937,ENVO_01000628,,,,,,,,,,Coarse woody debris potassium content per coarse woody debris dry mass trait [TOP763] (https://top-thesaurus.org/index),,,,,"Litter (other than leaf: twigs, bark, flowers...) potassium (K) content per litter dry mass [TRY:2891] (https://www.try-db.org/de/de.php)",,,,,,,,,,,,,,,,530
APD/0000532,wood_dead_Mg_per_dry_mass,Dead wood magnesium (Mg) content per unit dead wood dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of magnesium [CHEBI:25107] in senescent [PATO:0001487] wood [PO:0005848] (litter [ENVO:01000628]) to the dry mass of the senesced wood.,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.01,10,mg/g,mg/g,milligram per gram,senesced wood mineral and ion content trait,,,,14/07/2021,,dead_wood_Mg_per_dry_mass,,PO_0009047,PO_0005848,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_25107,PATO_0001487,NCIT_C93062,CHEBI_27027,ENVO_01000628,,,,,,,,,,Coarse woody debris magnesium content per coarse woody debris dry mass trait [TOP756] (https://top-thesaurus.org/index),,,,,"Litter (other than leaf: twigs, bark, flowers...) magnesium (Mg) content per litter dry mass [TRY:2893] (https://www.try-db.org/de/de.php)",,,,,,,,,,,,,,,,532
