sort,term type,term,ontology,identifier,base_code,base_identifier_to_match,term to use in keyword list,url,scheme,prefix,description
,,"Models, Theoretical",Medical Subject Headings,MESH:D008962,D008962,D008962,,http://purl.bioontology.org/ontology/MESH/D008962,http://purl.bioontology.org/ontology/MESH/,MESH,"Theoretical representations that simulate the behavior or activity of systems, processes, or phenomena. They include the use of mathematical equations, computers, and other electronic equipment."
76,tissue,tissue,Common Anatomy Reference Ontology,CARO:0000043,CARO_0000043,CARO_0000043,tissue [CARO:0000043],http://purl.obolibrary.org/obo/CARO_0000043,http://purl.obolibrary.org/obo/,obo,"Multicellular anatomical structure that consists of many cells of one or a few types, arranged in an extracellular matrix such that their long-range organisation is at least partly a repetition of their short-range organisation."
759,chemical entity,water,Chemical Entities of Biological Interest,CHEBI:15377,CHEBI_15377,CHEBI_15377,water [CHEBI:15377],http://purl.obolibrary.org/obo/CHEBI_15377,http://purl.obolibrary.org/obo/,obo,An oxygen hydride consisting of an oxygen atom that is covalently bonded to two hydrogen atoms.
762,chemical entity,"dioxygen, oxygen",Chemical Entities of Biological Interest,CHEBI:15379,CHEBI_15379,CHEBI_15379,"dioxygen, oxygen [CHEBI:15379]",http://purl.obolibrary.org/obo/CHEBI_15379,http://purl.obolibrary.org/obo/,obo,[no definition]
761,chemical entity,carbon dioxide,Chemical Entities of Biological Interest,CHEBI:16526,CHEBI_16526,CHEBI_16526,carbon dioxide [CHEBI:16526],http://purl.obolibrary.org/obo/CHEBI_16526,http://purl.obolibrary.org/obo/,obo,"A one-carbon compound with formula CO2 in which the carbon is attached to each oxygen atom by a double bond. A colourless, odourless gas under normal conditions, it is produced during respiration by all animals, fungi and microorganisms that depend directly or indirectly on living or decaying plants for food."
815,chemical entity - carbohydrate,carbohydrate,Chemical Entities of Biological Interest,CHEBI:16646,CHEBI_16646,CHEBI_16646,carbohydrate [CHEBI:16646],http://purl.obolibrary.org/obo/CHEBI_16646,http://purl.obolibrary.org/obo/,obo,"Any member of the class of organooxygen compounds that is a polyhydroxy-aldehyde or -ketone or a lactol resulting from their intramolecular condensation [monosaccharides]; substances derived from these by reduction of the carbonyl group [alditols], by oxidation of one or more hydroxy groups to afford the corresponding aldehydes, ketones, or carboxylic acids, or by replacement of one or more hydroxy group[s] by a hydrogen atom; and polymeric products arising by intermolecular acetal formation between two or more such molecules [disaccharides, polysaccharides and oligosaccharides]. Carbohydrates contain only carbon, hydrogen and oxygen atoms; prior to any oxidation or reduction, most have the empirical formula Cm[H2O]n. Compounds obtained from carbohydrates by substitution, etc., are known as carbohydrate derivatives and may contain other elements. Cyclitols are generally not regarded as carbohydrates."
823,chemical entity - lipid,lipid,Chemical Entities of Biological Interest,CHEBI:18059,CHEBI_18059,CHEBI_18059,lipid [CHEBI:18059],http://purl.obolibrary.org/obo/CHEBI_18059,http://purl.obolibrary.org/obo/,obo,"Lipids' is a loosely defined term for substances of biological origin that are soluble in nonpolar solvents. They consist of saponifiable lipids, such as glycerides [fats and oils] and phospholipids, as well as nonsaponifiable lipids, principally steroids."
820,chemical entity - carbohydrate,polysaccharide,Chemical Entities of Biological Interest,CHEBI:18154,CHEBI_18154,CHEBI_18154,polysaccharide [CHEBI:18154],http://purl.obolibrary.org/obo/CHEBI_18154,http://purl.obolibrary.org/obo/,obo,A biomacromolecule consisting of large numbers of monosaccharide residues linked glycosidically. This term is commonly used only for those containing more than ten monosaccharide residues.
805,chemical entity - pigment,chlorophyll a,Chemical Entities of Biological Interest,CHEBI:18230,CHEBI_18230,CHEBI_18230,chlorophyll a [CHEBI:18230],http://purl.obolibrary.org/obo/CHEBI_18230,http://purl.obolibrary.org/obo/,obo,[no definition]
775,chemical entity,iron atom,Chemical Entities of Biological Interest,CHEBI:18248,CHEBI_18248,CHEBI_18248,iron atom [CHEBI:18248],http://purl.obolibrary.org/obo/CHEBI_18248,http://purl.obolibrary.org/obo/,obo,An iron group element atom that has atomic number 26.
777,chemical entity,manganese atom,Chemical Entities of Biological Interest,CHEBI:18291,CHEBI_18291,CHEBI_18291,manganese atom [CHEBI:18291],http://purl.obolibrary.org/obo/CHEBI_18291,http://purl.obolibrary.org/obo/,obo,[no definition]
769,chemical entity,calcium atom,Chemical Entities of Biological Interest,CHEBI:22984,CHEBI_22984,CHEBI_22984,calcium atom [CHEBI:22984 ],http://purl.obolibrary.org/obo/CHEBI_22984,http://purl.obolibrary.org/obo/,obo,[no definition]
808,chemical entity - hydrocarbon,carotenoid,Chemical Entities of Biological Interest,CHEBI:23044,CHEBI_23044,CHEBI_23044,carotenoid [CHEBI:23044],http://purl.obolibrary.org/obo/CHEBI_23044,http://purl.obolibrary.org/obo/,obo,"One of a class of tetraterpenoids [C40], formally derived from the acyclic parent, ψ,ψ-carotene by hydrogenation, dehydrogenation, cyclization, oxidation, or combination of these processes. This class includes carotenes, xanthophylls and certain compounds that arise from rearrangement of the skeleton of ψ,ψ-carotene or by loss of part of this structure. Retinoids are excluded."
771,chemical entity,chlorine atom,Chemical Entities of Biological Interest,CHEBI:23116,CHEBI_23116,CHEBI_23116,chlorine atom [CHEBI:23116],http://purl.obolibrary.org/obo/CHEBI_23116,http://purl.obolibrary.org/obo/,obo,[no definition]
358,other key words,molecular,Chemical Entities of Biological Interest,CHEBI:23367,CHEBI_23367,CHEBI_23367,molecular [CHEBI:23367],http://purl.obolibrary.org/obo/CHEBI_23367,http://purl.obolibrary.org/obo/,obo,"Any constitutionally or isotopically distinct atom, molecule, ion, ion pair, radical, radical ion, complex, conformer etc., identifiable as a separately distinguishable entity."
226,,salt,Chemical Entities of Biological Interest,CHEBI:24866,CHEBI_24866,CHEBI_24866,salt [CHEBI:24866],http://purl.obolibrary.org/obo/CHEBI_24866,http://purl.obolibrary.org/obo/,obo,An ionic compound that results from the neutralization of an acid and a base.
776,chemical entity,magnesium atom,Chemical Entities of Biological Interest,CHEBI:25107,CHEBI_25107,CHEBI_25107,magnesium atom [CHEBI:25107],http://purl.obolibrary.org/obo/CHEBI_25107,http://purl.obolibrary.org/obo/,obo,[no definition]
780,chemical entity,nitrogen atom,Chemical Entities of Biological Interest,CHEBI:25555,CHEBI_25555,CHEBI_25555,nitrogen atom [CHEBI:25555],http://purl.obolibrary.org/obo/CHEBI_25555,http://purl.obolibrary.org/obo/,obo,[no definition]
801,chemical entity - polyphenol,polyphenol,Chemical Entities of Biological Interest,CHEBI:26195,CHEBI_26195,CHEBI_26195,polyphenol [CHEBI:26195],http://purl.obolibrary.org/obo/CHEBI_26195,http://purl.obolibrary.org/obo/,obo,Members of the class of phenols that contain 2 or more benzene rings each of which is substituted by at least one hydroxy group.
782,chemical entity,potassium atom,Chemical Entities of Biological Interest,CHEBI:26216,CHEBI_26216,CHEBI_26216,potassium atom [CHEBI:26216],http://purl.obolibrary.org/obo/CHEBI_26216,http://purl.obolibrary.org/obo/,obo,[no definition]
785,chemical entity,sodium atom,Chemical Entities of Biological Interest,CHEBI:26708,CHEBI_26708,CHEBI_26708,sodium atom [CHEBI:26708],http://purl.obolibrary.org/obo/CHEBI_26708,http://purl.obolibrary.org/obo/,obo,[no definition]
786,chemical entity,sulfur atom,Chemical Entities of Biological Interest,CHEBI:26833,CHEBI_26833,CHEBI_26833,sulfur atom [CHEBI:26833],http://purl.obolibrary.org/obo/CHEBI_26833,http://purl.obolibrary.org/obo/,obo,[no definition]
798,chemical entity - polyphenol,tannin,Chemical Entities of Biological Interest,CHEBI:26848,CHEBI_26848,CHEBI_26848,tannin [CHEBI:26848],http://purl.obolibrary.org/obo/CHEBI_26848,http://purl.obolibrary.org/obo/,obo,"Any of a group of astringent polyphenolic vegetable principles or compounds, chiefly complex glucosides of catechol and pyrogallol."
367,nutrient,micronutrient,Chemical Entities of Biological Interest,CHEBI:27027,CHEBI_27027,CHEBI_27027,micronutrient [CHEBI:27027],http://purl.obolibrary.org/obo/CHEBI_27027,http://purl.obolibrary.org/obo/,obo,Any nutrient required in small quantities by organisms throughout their life in order to orchestrate a range of physiological functions.
809,,xanthophyll,Chemical Entities of Biological Interest,CHEBI:27325,CHEBI_27325,CHEBI_27325,xanthophyll [CHEBI:27325],http://purl.obolibrary.org/obo/CHEBI_27325,http://purl.obolibrary.org/obo/,obo,A subclass of carotenoids consisting of the oxygenated carotenes.
787,chemical entity,zinc atom,Chemical Entities of Biological Interest,CHEBI:27363,CHEBI_27363,CHEBI_27363,zinc atom [CHEBI:27363],http://purl.obolibrary.org/obo/CHEBI_27363,http://purl.obolibrary.org/obo/,obo,[no definition]
768,chemical entity,boron atom,Chemical Entities of Biological Interest,CHEBI:27560,CHEBI_27560,CHEBI_27560,boron atom [CHEBI:27560 ],http://purl.obolibrary.org/obo/CHEBI_27560,http://purl.obolibrary.org/obo/,obo,[no definition]
783,chemical entity,selenium atom,Chemical Entities of Biological Interest,CHEBI:27568,CHEBI_27568,CHEBI_27568,selenium atom [CHEBI:27568],http://purl.obolibrary.org/obo/CHEBI_27568,http://purl.obolibrary.org/obo/,obo,[no definition]
784,chemical entity,silicon atom,Chemical Entities of Biological Interest,CHEBI:27573,CHEBI_27573,CHEBI_27573,silicon atom [CHEBI:27573],http://purl.obolibrary.org/obo/CHEBI_27573,http://purl.obolibrary.org/obo/,obo,[no definition]
770,chemical entity,carbon atom,Chemical Entities of Biological Interest,CHEBI:27594,CHEBI_27594,CHEBI_27594,carbon atom [CHEBI:27594],http://purl.obolibrary.org/obo/CHEBI_27594,http://purl.obolibrary.org/obo/,obo,[no definition]
773,chemical entity,cobalt atom,Chemical Entities of Biological Interest,CHEBI:27638,CHEBI_27638,CHEBI_27638,cobalt atom [CHEBI:27638 ],http://purl.obolibrary.org/obo/CHEBI_27638,http://purl.obolibrary.org/obo/,obo,A cobalt group element atom that has atomic number 27.
806,chemical entity - pigment,chlorophyll b,Chemical Entities of Biological Interest,CHEBI:27888,CHEBI_27888,CHEBI_27888,chlorophyll b [CHEBI:27888],http://purl.obolibrary.org/obo/CHEBI_27888,http://purl.obolibrary.org/obo/,obo,[no definition]
810,chemical entity - carbohydrate,starch,Chemical Entities of Biological Interest,CHEBI:28017,CHEBI_28017,CHEBI_28017,starch [CHEBI:28017],http://purl.obolibrary.org/obo/CHEBI_28017,http://purl.obolibrary.org/obo/,obo,The most important reserve polysaccharide found in plants. It is a glucan consisting of amylose and amylopectin.
772,chemical entity,chromium atom,Chemical Entities of Biological Interest,CHEBI:28073,CHEBI_28073,CHEBI_28073,chromium atom [CHEBI:28073],http://purl.obolibrary.org/obo/CHEBI_28073,http://purl.obolibrary.org/obo/,obo,A chromium group element atom that has atomic number 24.
779,chemical entity,nickel atom,Chemical Entities of Biological Interest,CHEBI:28112,CHEBI_28112,CHEBI_28112,nickel atom [CHEBI:28112],http://purl.obolibrary.org/obo/CHEBI_28112,http://purl.obolibrary.org/obo/,obo,Chemical element [nickel group element atom] with atomic number 28.
781,chemical entity,phosphorus atom,Chemical Entities of Biological Interest,CHEBI:28659,CHEBI_28659,CHEBI_28659,phosphorus atom [CHEBI:28659],http://purl.obolibrary.org/obo/CHEBI_28659,http://purl.obolibrary.org/obo/,obo,[no definition]
778,chemical entity,molybdenum atom,Chemical Entities of Biological Interest,CHEBI:28685,CHEBI_28685,CHEBI_28685,molybdenum atom [CHEBI:28685],http://purl.obolibrary.org/obo/CHEBI_28685,http://purl.obolibrary.org/obo/,obo,[no definition]
774,chemical entity,copper atom,Chemical Entities of Biological Interest,CHEBI:28694,CHEBI_28694,CHEBI_28694,copper atom [CHEBI:28694],http://purl.obolibrary.org/obo/CHEBI_28694,http://purl.obolibrary.org/obo/,obo,[no definition]
804,chemical entity - pigment,chlorophyll,Chemical Entities of Biological Interest,CHEBI:28966,CHEBI_28966,CHEBI_28966,chlorophyll [CHEBI:28966],http://purl.obolibrary.org/obo/CHEBI_28966,http://purl.obolibrary.org/obo/,obo,"A family of magnesium porphyrins, defined by the presence of a fifth ring beyond the four pyrrole-like rings. The rings can have various side chains which usually include a long phytol chain."
767,chemical entity,aluminium atom,Chemical Entities of Biological Interest,CHEBI:28984,CHEBI_28984,CHEBI_28984,aluminium atom [CHEBI:28984],http://purl.obolibrary.org/obo/CHEBI_28984,http://purl.obolibrary.org/obo/,obo,[no definition]
802,chemical entity,gallic acid,Chemical Entities of Biological Interest,CHEBI:30778,CHEBI_30778,CHEBI_30778,gallic acid [CHEBI:30778],http://purl.obolibrary.org/obo/CHEBI_30778,http://purl.obolibrary.org/obo/,obo,"A trihydroxybenzoic acid in which the hydroxy groups are at positions 3, 4, and 5."
368,nutrient,nutrient,Chemical Entities of Biological Interest,CHEBI:33284,CHEBI_33284,CHEBI_33284,nutrient [CHEBI:33284],http://purl.obolibrary.org/obo/CHEBI_33284,http://purl.obolibrary.org/obo/,obo,A nutrient is a food component that an organism uses to survive and grow.
575,,fuel,Chemical Entities of Biological Interest,CHEBI:33292,CHEBI_33292,CHEBI_33292,fuel [CHEBI:33292],http://purl.obolibrary.org/obo/CHEBI_33292,http://purl.obolibrary.org/obo/,obo,An energy-rich substance that can be transformed with release of usable energy.
794,chemical entity - stable isotope,oxygen-18 atom,Chemical Entities of Biological Interest,CHEBI:33815,CHEBI_33815,CHEBI_33815,oxygen-18 atom [CHEBI:33815],http://purl.obolibrary.org/obo/CHEBI_33815,http://purl.obolibrary.org/obo/,obo,The stable isotope of oxygen with relative atomic mass 17.999160 and 0.205 atom percent natural abundance.
800,chemical entity - polyphenol,phenol,Chemical Entities of Biological Interest,CHEBI:33853,CHEBI_33853,CHEBI_33853,phenol [CHEBI:33853],http://purl.obolibrary.org/obo/CHEBI_33853,http://purl.obolibrary.org/obo/,obo,Organic aromatic compounds having one or more hydroxy groups attached to a benzene or other arene ring.
366,nutrient,macronutrient,Chemical Entities of Biological Interest,CHEBI:33937,CHEBI_33937,CHEBI_33937,macronutrient [CHEBI:33937],http://purl.obolibrary.org/obo/CHEBI_33937,http://purl.obolibrary.org/obo/,obo,Any nutrient required in large quantities by organisms throughout their life in order to orchestrate a range of physiological functions.
